symbol	length	exp_syn	exp_alt
EPHX4	362	714	2544
KHDC1L	128	263	889
MTMR1	665	1334	4651
MTM1	603	1165	4262
CHUK	745	1424	5281
ERLIN1	275	545	1930
HSFX1	423	891	2916
CPN1	458	934	3188
HFM1	1435	2711	10204
ABCC2	293	609	2028
OGFRL1	451	855	3204
BARHL2	387	827	2656
LRRC8C	803	1584	5643
GBP6	633	1215	4482
GBP5	586	1125	4149
GBP2	591	1126	4193
FMR1NB	255	494	1801
CUTC	144	308	988
GBP1	592	1145	4183
SDHAF4	108	227	745
MRGBP	204	400	1436
ENTPD7	604	1270	4166
SPANXN1	72	120	528
SLC25A28	364	799	2477
GTF2B	316	655	2189
NTSR1	418	939	2823
SPANXN3	141	254	1015
SPANXN4	156	289	1115
GOT1	413	867	2850
CREG1	220	502	1478
SPANXD	97	184	689
SPANXA2	97	183	690
SPANXA1	97	183	690
LDOC1	146	285	1029
CDR1	262	471	1887
SOX3	446	1049	2965
CXorf66	361	713	2536
LMO4	165	328	1157
HPSE2	548	1159	3773
HS2ST1	356	667	2537
SH3GLB1	365	714	2571
CLCA4	919	1840	6431
CLCA2	943	1897	6590
LMBRD1	467	905	3298
COL24A1	1714	3776	11650
ZNHIT6	470	855	3375
PYROXD2	581	1287	3942
BCL10	233	486	1611
GOLGA7B	167	337	1166
LPAR3	353	719	2458
CTBS	77	193	500
AVPI1	147	313	1010
CD40LG	240	457	1703
PI4K2A	479	1012	3299
VGLL1	258	546	1776
C10orf62	223	434	1573
GNG5	68	148	464
HOGA1	327	720	2223
BRS3	399	841	2750
PTP4A1	173	341	1216
ADGRG4	3080	6747	20973
RPF1	349	685	2456
LGSN	509	987	3594
DNASE2B	153	288	1089
UBTD1	227	485	1558
SAMD13	102	197	721
PRKACB	264	499	1877
BAG2	211	409	1490
SLC9A6	701	1483	4826
KIAA1586	787	1456	5627
ADGRL4	690	1345	4865
BEND6	129	242	919
IFI44	444	883	3113
IFI44L	452	874	3194
INTS6L	861	1747	6002
PTGFR	297	587	2086
GIPC2	315	654	2181
DNAJB4	337	655	2378
ZNF75D	415	733	3002
FAM127B	113	238	779
MOSPD1	214	440	1486
FAM122C	195	386	1369
MIGA1	632	1233	4455
ZZZ3	409	748	2933
CCDC160	325	560	2365
GPC3	580	1122	4098
MTG2	406	925	2729
GPC4	556	1068	3936
BMP5	454	893	3193
USP26	913	1686	6531
HS6ST2	645	1350	4455
ACADM	454	905	3181
MBNL3	334	707	2299
SLC44A5	719	1427	5044
PSMA7	149	332	1009
HCRTR2	444	917	3079
TYW3	259	476	1855
LRRC1	154	315	1071
EXOSC1	170	351	1179
FPGT-TNNI3K	151	305	1054
FPGT	169	350	1171
KLHL31	634	1283	4423
SRSF11	424	859	2957
LRRC40	602	1214	4204
GSTA4	222	431	1567
DEPDC1	527	1000	3743
ZNF280C	737	1394	5239
DIRAS3	229	473	1588
GNG12	72	139	509
GADD45A	131	266	913
PPP1R3D	299	700	1991
C1orf141	400	726	2874
FRAT2	233	591	1506
FRAT1	279	711	1800
WDR78	320	646	2234
ZNF831	1677	3825	11268
LEPROT	131	281	898
EFHC1	640	1249	4511
UBE2U	226	413	1621
ROR1	937	1909	6524
PGM1	580	1187	4033
EFCAB7	629	1167	4494
XPNPEP2	183	386	1261
FOXD3	478	1132	3170
SMARCA1	1070	2030	7600
ACTRT1	376	771	2613
PRR32	298	660	2022
DCAF12L1	463	1028	3139
ANGPTL3	460	842	3298
TENM1	2725	5463	19062
TM9SF3	589	1144	4157
DEFB110	67	110	493
APCDD1L	501	1182	3327
C20orf85	137	278	955
OPALIN	141	300	969
ZBP1	429	900	2961
DNTT	509	992	3589
C6orf141	244	562	1634
GLYATL3	288	604	1988
C1orf87	546	1064	3850
CYP2J2	502	1002	3516
ENTPD1	510	978	3612
HOOK1	728	1314	5238
OPN5	354	748	2438
ALDH18A1	793	1688	5449
JUN	331	714	2265
TACSTD2	323	738	2169
OMA1	524	1008	3708
C8B	591	1143	4176
RAE1	368	700	2612
PRKAA2	552	1089	3879
PLPP3	311	636	2163
BSND	320	632	2248
TMEM61	210	484	1406
DHCR24	516	1050	3594
CYP2C8	490	978	3432
TTC22	372	820	2528
PARS2	475	1011	3264
TTC4	387	741	2742
CT47B1	299	644	2047
MCTS1	182	342	1296
CYP2C19	490	974	3436
FAM209B	171	338	1201
FAM209A	171	336	1203
CDCP2	449	976	3065
SLC25A27	323	678	2229
LDLRAD1	205	430	1415
NOC3L	800	1534	5666
PLCE1	1994	3906	14040
FAM210B	192	453	1275
RHOXF2	288	567	2025
EHMT1	66	139	455
RHOXF2B	288	565	2027
SLC35G1	364	775	2501
NKAP	415	832	2903
LGI1	291	570	2049
PFDN4	134	228	978
ARRDC1	433	990	2907
NDC1	674	1382	4684
BCAS1	506	1056	3498
NDUFA1	70	137	493
RNF113A	343	648	2439
MRPL41	137	290	943
DMRTB1	342	794	2284
PDE6C	858	1610	6112
SUPT3H	108	220	752
RBP4	201	396	1413
MAGOH	109	197	784
CDC5L	802	1550	5668
FFAR4	361	832	2417
CEP55	464	867	3309
CPT2	658	1362	4560
SLC1A7	158	349	1073
TCTE1	198	420	1362
SCP2	503	993	3534
ZYG11A	759	1529	5302
COA7	231	422	1657
LRRC26	334	899	2107
NFATC2	921	2011	6278
ORC1	861	1826	5923
KCNG1	513	1134	3483
DPP7	492	1100	3328
DPM1	287	585	1998
MAN1B1	115	229	806
NPDC1	403	980	2647
PARD6B	372	744	2604
KTI12	354	816	2370
C9orf142	204	483	1353
PTPN1	435	823	3092
PTGDS	190	402	1308
TXNDC12	172	336	1212
TNKS2	1166	2412	8082
LCN12	90	196	614
IL13RA1	279	528	1983
TMEM189	267	565	1838
RAB3B	219	434	1537
LCN8	152	330	1038
FAM69B	344	784	2312
AGPAT2	246	559	1655
ANKRD1	319	629	2242
SLC29A1	456	1001	3103
B4GALT5	388	774	2718
INPP5E	644	1470	4326
PMPCA	525	1144	3581
EPS15	762	1511	5347
CARD9	536	1106	3718
DNLZ	178	424	1178
KCNB1	858	1733	5989
ZNFX1	934	1831	6575
LHX3	402	888	2730
UBAC1	405	829	2816
C1orf185	199	387	1404
GLT6D1	276	534	1950
DDX27	796	1620	5544
FAF1	490	969	3441
C9orf116	92	192	636
SLC16A12	516	1100	3544
IFIT5	482	909	3429
IFIT1	478	882	3420
FCN1	326	688	2246
IFIT1B	474	888	3378
IFIT3	490	906	3504
COL5A1	1838	4290	12252
IFIT2	472	871	3377
BEND5	421	843	2946
SPATA6	249	484	1757
VAV2	878	1701	6201
CH25H	272	578	1870
CMPK1	169	342	1179
CT83	113	237	780
SLC2A6	445	1081	2924
CYP4X1	509	998	3583
AGTR2	363	726	2541
ARFGEF2	1785	3511	12554
LUZP4	313	595	2222
STAMBPL1	270	536	1894
ANKRD22	191	377	1342
EFCAB14	495	970	3485
REXO4	250	505	1745
LIPJ	366	658	2636
PREX1	1659	3391	11540
PTEN	403	721	2906
STKLD1	680	1433	4687
SURF2	256	520	1784
LHFPL1	220	460	1520
TRPC5OS	111	220	779
SURF1	300	673	2027
RAD54L	747	1555	5168
LURAP1	239	527	1624
POMGNT1	660	1385	4555
SURF4	269	552	1869
MINPP1	312	689	2119
NCOA3	1415	2756	9979
TSPAN1	241	491	1678
ADIRF	76	158	526
MRPL14	145	310	995
SURF6	361	792	2457
TMEM69	247	516	1707
MMRN2	949	2052	6489
OBP2B	220	484	1496
GBGT1	72	164	484
BMPR1A	532	1043	3745
CHRDL1	458	872	3250
CCDC17	59	131	400
RALGDS	902	1952	6166
CEL	756	1710	5094
TESK2	542	1161	3717
TOE1	510	1047	3543
KCNE5	142	328	950
TP53RK	121	281	808
LRIT1	623	1416	4191
LRIT2	550	1191	3759
MRPS18A	127	285	858
C10orf99	81	183	546
IRS4	1257	2752	8561
GHITM	345	757	2348
NRG3	696	1511	4753
GTF3C4	822	1643	5755
RSPH9	276	579	1905
HECTD3	471	976	3263
MAD2L1BP	274	576	1890
NTNG2	422	895	2903
FAM213A	229	468	1593
RAPGEF1	1077	2250	7443
PTCH2	1203	2774	8053
PLK3	646	1449	4365
DYDC1	177	316	1277
BEST4	473	1047	3210
UCK1	201	405	1404
RPS8	188	382	1310
MAT1A	395	829	2726
KIF2C	671	1327	4712
POLH	414	851	2875
TMEM53	247	549	1674
ERI3	337	698	2335
PLPP7	151	349	1010
CDH22	828	1864	5588
PLAC9	97	232	641
FAM78A	280	582	1938
TMEM254	103	208	719
CD40	203	407	1420
SFTPD	375	852	2523
KLF17	389	807	2694
CCDC24	307	689	2074
NUTM2B	562	1290	3768
SFTPA2	248	545	1687
MMP9	707	1538	4825
ZCCHC24	228	561	1491
FIBCD1	303	654	2073
IPO13	181	387	1242
EXOSC2	200	420	1380
ARTN	220	582	1398
POLR3A	1390	2830	9680
DLG5	1919	4041	13230
KDM4A	1064	2086	7490
NCS1	190	363	1347
PCIF1	704	1467	4869
PRPS1	218	445	1517
YIPF3	350	775	2375
HYI	277	629	1864
LRRC73	316	732	2112
C9orf78	289	549	2052
SZT2	178	390	1212
ELOVL1	279	558	1953
NUP62CL	184	375	1281
PRRX2	253	577	1700
MPL	635	1379	4336
TIE1	1138	2544	7698
C9orf50	431	1014	2865
RBM41	413	795	2922
NTMT1	223	444	1563
IER5L	404	934	2702
CFAP57	1250	2406	8844
C10orf11	198	405	1377
SLC2A1	116	255	789
ZNF691	315	613	2222
NEURL2	285	668	1897
SPATA25	227	518	1525
ZSWIM1	485	994	3371
SVBP	66	114	480
ZNF503	646	1578	4236
C1orf50	199	414	1377
COMTD1	262	643	1715
CXorf57	758	1509	5313
DOLPP1	238	525	1617
SH3GLB2	404	866	2770
TNNC2	160	277	1163
PPCS	56	123	381
ZMYND12	365	729	2556
SLC22A7	539	1311	3540
NUP188	1749	3699	12042
GUCA2B	112	252	756
HIVEP3	2406	5304	16350
DOLK	538	1243	3599
EDN2	178	404	1198
ESX1	406	919	2735
CTPS1	591	1188	4131
GLRA4	417	867	2886
DNTTIP1	329	688	2273
TCEAL1	159	292	1139
TCEAL4	358	661	2561
CITED4	184	467	1189
ENDOG	297	696	1977
WFDC10A	79	160	551
TCEAL9	104	163	773
ZDHHC12	267	613	1790
WFDC6	131	249	930
BEX2	128	225	927
TCEAL5	206	367	1487
RIMS3	308	684	2088
SAMD8	326	637	2297
BEX4	120	219	861
ZNF684	92	172	656
ZFP69	526	946	3788
SMAP2	399	782	2809
WDR34	536	1211	3613
TP53TG5	290	570	2040
BEX1	125	220	905
SDC4	198	426	1356
COL9A2	83	224	523
ZMPSTE24	475	932	3343
PLAU	431	863	3016
TMCO2	182	364	1274
SEMG2	582	1050	4188
RLF	1914	3533	13693
TCEAL6	183	330	1317
PPT1	55	126	369
SEMG1	462	853	3305
ZMAT1	638	1121	4621
WFDC12	111	224	775
STK4	462	877	3281
GNMT	295	615	2040
MFSD2A	543	1176	3711
TOMM34	309	629	2152
MYCL	236	528	1596
BMP8B	402	908	2710
ARMCX1	453	934	3143
CHCHD1	118	243	819
CNPY3	278	568	1934
CERCAM	595	1297	4058
FUT11	492	1053	3375
HPCAL4	191	342	1377
URM1	63	141	426
RPL36A	70	134	496
RIMS4	269	590	1831
HEYL	328	773	2179
PABPC4	631	1308	4371
KCNK15	330	792	2178
SYNPO2L	753	1802	4975
ADA	363	748	2519
TBCC	346	727	2387
TRUB2	331	737	2242
UBR2	1755	3331	12464
TIMM8A	97	182	691
DRP2	353	709	2468
ANXA7	488	1033	3359
CENPI	522	995	3703
TMEM35A	167	381	1122
TRMT2B	504	1059	3477
MRPS16	99	213	678
DNAJC9	260	500	1840
XKRX	449	917	3124
NDUFS5	106	197	757
CSTF2	577	1247	3946
TAF8	310	668	2122
ECD	644	1271	4525
AKIRIN1	145	320	985
CCND3	242	549	1629
C9orf16	83	168	579
RRAGC	399	769	2822
GTSF1L	148	272	1060
SRPX2	465	964	3221
USP49	640	1370	4390
POU3F1	451	1055	3004
UTP11	253	480	1797
FHL3	280	544	1976
SF3A3	501	933	3576
TSPAN6	245	489	1716
INPP5B	319	738	2133
IFT52	437	843	3090
TNMD	317	579	2274
PLA2G12B	195	387	1368
MTF1	753	1596	5181
RPA4	261	522	1827
C1orf122	110	267	723
YRDC	279	665	1846
GNL2	731	1427	5152
SLC25A25	469	960	3261
NAIF1	327	733	2210
NAP1L3	506	918	3636
NCR2	258	595	1727
FAM102A	242	542	1636
ZC3H12A	599	1328	4063
GRIK3	919	1902	6369
KLHL4	720	1428	5052
CHST3	479	1028	3283
MRPS15	257	532	1781
DACH2	599	1249	4142
TREML1	199	453	1338
L3MBTL1	743	1488	5199
OARD1	86	158	616
TSPO2	70	143	487
TRAPPC3	118	235	827
APOOL	268	558	1854
ADPRHL2	363	793	2474
SLC29A3	475	1076	3199
POU3F4	361	755	2494
AGO1	857	1780	5933
ADAMTS14	1223	2616	8391
PRF1	555	1233	3762
AGO4	861	1768	5981
SH3BGRL	114	223	803
EIF4EBP2	120	252	828
FPGS	537	1210	3623
KCNK16	262	575	1783
PPA1	178	331	1271
KCNK17	332	724	2264
TFAP2E	442	1056	2922
SAR1A	121	248	841
PSMB2	201	415	1394
H2AFY2	372	790	2558
GLP1R	463	971	3196
LPIN3	851	1849	5810
CDK9	372	748	2600
BRWD3	1802	3547	12671
C10orf35	121	281	808
TTC16	873	1777	6080
TSPAN15	294	611	2035
TBX22	520	1028	3652
CFAP157	520	1037	3643
ITM2A	263	538	1829
STXBP1	594	1200	4146
CYSLTR1	337	654	2379
TACR2	398	847	2735
FAM129B	746	1560	5154
MAFB	323	682	2225
PGK1	417	864	2889
TRAF3IP1	691	1334	4885
TMEM35B	154	357	1029
ATRX	2492	4517	17911
ARHGAP40	622	1339	4259
ADIG	59	120	411
SLC2A8	214	468	1458
PBDC1	232	454	1634
MAGEE2	523	1027	3680
GJB3	270	572	1858
GLO1	184	345	1311
ZDHHC15	337	647	2386
UPRT	142	297	981
C1orf94	408	853	2819
GARNL3	802	1597	5621
CCDC167	97	199	674
UGT1A4	534	1113	3693
UGT1A5	534	1112	3694
ANGPTL2	191	357	1362
UGT1A7	530	1070	3700
ZNF362	420	919	2861
RPRD1B	326	678	2256
TTI1	1089	2265	7536
UGT1A8	530	1070	3700
CMTR1	835	1655	5860
ZBTB43	467	868	3335
VSTM2L	132	341	847
HPCA	193	359	1378
FNDC5	212	438	1470
S100PBP	408	812	2860
YARS	528	1075	3677
SYNC	476	948	3336
RBBP4	410	784	2906
TBC1D22B	505	1000	3545
CHIC1	224	432	1584
PIM1	313	655	2162
CDX4	284	586	1970
NAP1L2	460	848	3292
PABPC1L2A	200	401	1399
PABPC1L2B	200	401	1399
TSSK3	268	538	1874
BLCAP	87	182	601
PPP6C	305	605	2140
HDAC1	482	910	3428
HDAC8	146	280	1034
GOLGA1	767	1466	5437
GIGYF2	1299	2504	9187
WDR38	314	684	2142
FAM167B	163	377	1090
DDX50	737	1488	5145
NR5A1	245	517	1688
CCDC28B	200	426	1374
MANBAL	85	190	575
TXLNA	546	1086	3828
LHX2	406	860	2794
MTCH1	372	842	2506
DENND1A	466	942	3252
KPNA6	536	1096	3728
C2orf72	295	749	1906
GPR21	349	693	2448
TET1	2136	4298	14926
ZBTB26	441	803	3166
ADGRB2	1584	3557	10699
ZBTB6	424	783	3033
COL16A1	308	719	2053
ATOH7	152	334	1034
PI16	463	1044	3123
OR5C1	320	736	2144
OR1N2	316	682	2162
CXCR3	415	982	2753
ACRC	691	1261	4958
PPIL1	166	336	1158
OGT	1036	2071	7253
PEF1	284	607	1949
HCRTR1	389	864	2637
SERINC2	455	964	3131
FABP3	133	272	925
SRSF3	164	361	1115
DSN1	249	480	1761
NKAIN1	207	440	1423
REEP3	255	512	1783
MORN5	161	291	1158
MATN1	496	1075	3389
NDUFA8	172	331	1217
ADO	270	610	1820
SRSF4	494	985	3461
GSN	742	1563	5115
YTHDF2	579	1161	4050
RAB42	105	220	725
ITGB1BP2	347	693	2430
TRNAU1AP	287	546	2037
RCC1	452	988	3080
PHACTR4	712	1493	4915
RAB14	215	415	1520
MED18	208	403	1469
CLPSL1	121	233	856
EYA3	536	1081	3743
TGIF2	237	541	1592
PHYHIPL	350	648	2502
XKR8	395	934	2621
TRAF1	416	871	2873
SMPDL3B	373	766	2591
TFAM	214	393	1533
UBE2D1	147	285	1038
MEGF9	602	1301	4117
IPMK	416	805	2939
STX12	276	522	1962
DES	470	1002	3228
MBL2	248	527	1705
DKK1	266	553	1841
PRKG1	181	348	1281
TRIM32	653	1395	4482
FGR	529	1088	3673
ASAH2B	165	345	1140
1-Dec	70	144	486
C6orf106	224	446	1570
GPR3	330	793	2177
CD164L2	173	383	1174
SPDEF	335	686	2329
TNFSF15	174	335	1231
ATP6V1G1	118	223	839
TMEM222	208	424	1448
AGAP5	686	1385	4789
TIMM23B	188	409	1283
OGDHL	1010	2088	7002
C10orf53	93	190	647
SLC18A3	532	1288	3500
KIF12	513	1172	3445
GPN2	131	264	915
DRGX	263	568	1799
ZDHHC18	253	546	1731
C10orf71	1435	2998	9917
C10orf128	159	341	1090
LRRC18	261	531	1818
POLE3	147	270	1053
GRM4	796	1733	5431
BSPRY	402	874	2744
IL2RG	98	207	675
PRPF4	522	1061	3637
CDC26	85	165	600
SLC31A1	190	369	1341
CD52	61	123	426
UQCC2	101	203	706
PTPN20	339	641	2410
ZFP37	630	1119	4551
SLC46A2	475	1104	3171
SNX30	437	887	3046
INIP	55	107	388
CXorf65	183	360	1287
SUSD1	722	1484	5014
FAM110D	271	658	1781
PDIK1L	341	662	2407
TRIM63	353	654	2523
SPAG4	437	955	2978
SLC30A2	372	800	2548
UGCG	394	769	2777
EXTL1	676	1524	4560
PAFAH2	392	806	2722
GNG10	68	146	466
DNAJC25-GNG10	153	375	1002
PAQR7	346	749	2365
AUNIP	357	687	2526
MTFR1L	292	628	2000
NPY4R	375	799	2576
GPRIN2	458	1055	3067
ITPR3	2671	5432	18607
SYT15	421	907	2882
LDLRAP1	308	639	2133
TMEM57	664	1259	4717
TMEM50A	157	315	1098
GDF5	501	1113	3396
CLIC4	253	487	1790
GDPD2	539	1166	3685
ALOX5	674	1332	4734
NCMAP	102	234	684
RCAN3	115	202	833
OR13A1	328	687	2265
KIF4A	1232	2387	8701
FAM83C	747	1721	5002
MDH1B	518	1027	3635
ZDBF2	2354	4391	16795
ZNF32	273	513	1944
EIF6	245	525	1680
RASGEF1A	489	959	3442
SVEP1	868	1756	6056
CSGALNACT2	542	1034	3844
CNR2	360	797	2443
FUCA1	466	934	3260
HMGCL	77	174	519
EDEM2	541	1141	3728
CUTA	156	358	1046
GALE	348	744	2388
LYPLA2	164	358	1118
TXNDC8	108	206	766
PHF1	457	1012	3101
TXN	85	152	613
BMS1	1282	2426	9112
P2RY4	365	830	2455
AWAT1	328	666	2286
KIFC1	673	1523	4534
RPL11	178	354	1248
MDS2	140	299	961
EPB41L4B	518	1059	3603
ID3	119	271	800
TAPBP	466	1109	3085
BMPR2	530	1051	3719
TMEM245	879	1961	5950
TCEA3	154	321	1065
PFDN6	129	274	887
WDR46	610	1332	4158
HTR1D	377	842	2551
YIPF6	193	412	1325
EPHB2	946	1932	6582
C1QC	245	560	1645
C1QA	245	550	1655
IKBKAP	1332	2640	9348
ZBTB40	1127	2237	7906
RING1	406	927	2727
ACTL7B	415	890	2845
KLF4	479	1084	3227
SLC39A7	469	1040	3181
RXRB	533	1217	3580
TMEM38B	237	480	1653
AR	920	1945	6335
FZD8	694	1586	4660
HSPG2	4391	9884	29635
FSD1L	311	604	2195
SLC44A1	657	1360	4553
ABCA1	123	251	856
VSIG4	399	834	2757
OXLD1	147	331	992
CUL2	706	1257	5097
NIPSNAP3B	247	494	1729
NIPSNAP3A	247	499	1724
OR13C5	318	649	2213
OR13C3	347	719	2404
NTM	316	669	2175
CYLC2	348	606	2526
LAS1L	675	1309	4766
PPP3R2	173	322	1235
HLA-DPA1	260	540	1800
TP53INP2	220	506	1474
RNF20	181	377	1252
BRD2	801	1674	5535
ALPL	524	1108	3608
HLA-DMA	261	546	1803
TMEM246	403	863	2764
MTMR8	704	1364	4972
ALDOB	364	765	2511
PSMB9	219	498	1473
MRPL50	158	318	1104
COL5A2	1499	3576	9915
PLPPR1	325	693	2232
TMEFF1	380	746	2674
PSMB8	272	578	1870
SPIN4	249	504	1737
MSANTD3	159	302	1129
ZXDB	803	1759	5468
TAP2	686	1582	4592
FAAH2	532	1108	3680
TEX10	929	1893	6468
SPIN2A	258	504	1818
SPIN3	258	507	1815
HLA-DQB1	269	578	1843
TMEM235	196	469	1295
PAGE3	113	238	779
ASIP	132	291	897
PAGE2	94	190	656
PAGE2B	111	224	775
HLA-DRB5	266	562	1832
EIF2S2	333	596	2401
HLA-DRA	229	468	1593
APEX2	518	1101	3561
TGFBR1	426	862	2972
PFKFB1	271	556	1883
BTNL2	455	944	3151
COL15A1	1388	3174	9318
C6orf10	561	1112	3937
GALNT12	581	1222	4007
NOTCH4	2003	4420	13607
OR10G9	311	680	2119
TMEM225	225	428	1597
SH2D5	339	786	2265
GPSM3	160	372	1068
DDOST	456	972	3132
PBX2	430	918	2952
AGER	347	782	2341
CDA	146	293	1021
CAMK2N1	78	163	539
RNF5	180	380	1240
UBXN10	280	599	1921
PLA2G2F	211	412	1487
PLA2G2D	145	277	1028
PLA2G5	138	274	968
PLA2G2A	144	275	1021
PLA2G2E	142	292	986
TRMO	159	344	1087
OTUD3	398	763	2819
RNF186	227	527	1516
FOXE1	373	897	2460
XPA	273	512	1945
DFNB59	352	712	2456
FGD1	961	2096	6553
NCBP1	790	1491	5619
TSR2	191	382	1337
PQLC2	291	664	1955
FKBPL	349	766	2375
H2AFX	143	352	935
C4B	1744	3824	11872
TBXA2R	343	851	2236
EMC1	992	2125	6803
SMIM5	77	175	518
UBR4	212	416	1492
C20orf144	153	361	1016
MFSD14C	134	289	917
AAED1	226	494	1540
CDC14B	459	879	3252
TNXB	4244	9603	28593
HABP4	413	873	2844
DCAF17	520	1039	3641
ZNF367	350	754	2396
METTL8	379	717	2694
HSD17B3	260	548	1792
SP5	398	927	2655
C4A	1744	3815	11881
SIK3	1321	2714	9175
LYZL2	194	376	1370
FBP1	338	711	2331
STK19	364	839	2437
FBP2	339	735	2316
MFSD14B	506	1082	3472
CD300LD	194	419	1327
TMEM255B	326	763	2171
IQSEC2	949	2037	6504
BTBD17	478	1124	3178
TFDP1	410	827	2863
TAS1R2	839	1741	5810
PAX7	520	1116	3564
KIAA1462	1359	2798	9433
TMCO3	414	833	2893
SKIV2L	1246	2778	8436
ACTL8	366	772	2522
FAM120AOS	256	584	1720
C9orf129	196	433	1331
NELFE	387	819	2664
RCC2	522	1124	3574
TSPYL2	693	1290	4947
CFB	589	1171	4130
NINJ1	152	332	1036
PADI4	663	1360	4607
BPIFA3	218	428	1534
PADI3	664	1375	4601
CARD19	183	411	1236
SUSD3	242	517	1661
PADI1	663	1363	4604
NXPE4	544	1054	3842
PADI2	437	925	3008
BPIFB4	614	1431	4095
RBM7	267	502	1901
BPIFB3	476	1170	3114
GCG	180	331	1289
SDHB	280	551	1969
LYZL1	194	378	1368
SPANXN5	72	121	527
ZBTB12	459	1020	3111
EHMT2	1233	2683	8414
BAMBI	260	512	1828
MFAP2	182	364	1274
CROCC	2017	4642	13511
ASPN	243	462	1725
SDHD	159	359	1072
OMD	421	750	3039
F10	332	659	2329
MAPRE1	268	517	1895
CENPP	102	221	697
FBXO42	717	1512	4941
MCF2L	984	2017	6839
RSG1	258	587	1735
XAGE1E	69	133	488
LAYN	374	741	2625
MAGED4	739	1559	5092
IARS	174	345	1221
ATP11A	1191	2397	8322
C6orf48	75	148	527
HSPA1B	641	1356	4413
HSPA1A	641	1356	4413
HSPA1L	641	1332	4437
LSM2	95	192	663
FAM131C	280	592	1928
CLCNKB	517	1159	3494
SLC35F2	327	689	2254
VWA7	891	2097	5922
MSH5	835	1787	5728
CARD16	97	194	679
CARD17	110	236	754
ROR2	943	2006	6481
KIF3B	747	1475	5248
POFUT1	194	392	1354
ZBTB17	810	1660	5630
SYK	635	1253	4462
SPEN	3664	7827	25149
DIRAS2	199	379	1412
CLIC1	241	504	1665
TMEM82	343	862	2225
DDAH2	285	706	1859
MKX	352	715	2453
PLEKHM2	999	2104	6887
C6orf25	193	470	1267
LY6G6C	125	279	846
COL4A1	1669	3948	11073
LY6G6D	174	391	1175
AGMAT	352	817	2351
SHC3	105	212	733
LY6G6F	297	656	2017
DNAJC16	595	1156	4199
NXNL2	156	341	1063
IRS2	1338	3141	8901
SPIN1	262	512	1846
LY6G5B	201	426	1383
CSNK2B	215	395	1540
TNFSF13B	285	612	1953
ACBD5	534	995	3811
ABHD13	337	671	2362
CELA2B	269	578	1843
FAM155A	458	920	3202
APOM	188	377	1315
CTRC	69	136	485
FOXS1	330	750	2220
EFHD2	240	478	1682
MYLK2	596	1223	4141
NUDT11	164	339	1137
KDELC1	502	949	3569
PRRC2A	2157	5071	14342
TMEM51	253	535	1742
TEX30	186	352	1322
TPP2	1262	2539	8819
COX4I2	171	330	1209
LRRC38	294	656	1990
ANKRD26	1710	3048	12342
PRAMEF17	474	952	3314
PRAMEF19	410	828	2862
ID1	149	347	994
LTB	244	598	1598
TNF	233	520	1577
FGF14	252	486	1782
NFKBIL1	366	813	2481
PAGE1	146	289	1025
PRAMEF15	478	968	3334
ITGBL1	401	688	2921
DDX39B	425	835	2990
ATP6V1G2-DDX39B	99	199	692
PRAMEF6	476	967	3317
MCCD1	119	253	818
FOXP3	441	959	3010
C1orf158	156	322	1082
PDSS1	415	866	2869
AADACL4	407	854	2809
CCDC22	627	1418	4225
HLA-C	366	798	2496
SLC28A3	691	1420	4799
GGACT	153	354	1023
TCF19	345	788	2317
TNFRSF1B	461	1010	3139
CCHCR1	782	1717	5321
PCCA	681	1391	4738
KLHL35	363	807	2460
MUC21	566	1308	3786
DEFB123	67	126	477
DEFB121	76	161	523
PRICKLE3	114	238	788
PLP2	145	321	984
SHISA7	538	1343	3499
ZIC2	532	1145	3643
GPR158	1215	2509	8426
STXBP4	553	1108	3869
THNSL1	743	1445	5242
GKAP1	315	577	2258
MBTD1	410	799	2891
PRAF2	160	393	1047
TM9SF2	663	1311	4656
FLOT1	427	894	2949
NME1-NME2	197	407	1366
FAM182B	152	334	1034
MDC1	2089	4647	14154
GPR183	361	709	2540
IDNK	90	185	625
GRIPAP1	841	1663	5906
DHX16	560	1192	3848
RABL2A	165	307	1178
TLE1	144	285	1011
NPPB	134	312	894
NPPA	101	230	679
MTHFR	229	463	1598
OTUD1	481	1089	3240
SLC15A1	708	1419	4953
PTF1A	328	766	2186
PIM2	311	709	2090
MSRB2	182	400	1238
PPP1R10	940	2081	6379
STK24	443	889	3098
PRR3	167	358	1145
KIAA2013	634	1492	4214
TIMM17B	172	393	1155
LRCOL1	159	322	1109
GNL1	607	1296	4167
HLA-E	358	762	2460
RPP21	154	326	1060
DPRX	191	381	1338
TRIM39	518	1083	3579
BMI1	326	628	2306
GATA1	334	769	2237
WAS	502	1164	3354
HS6ST3	471	935	3304
VSX1	239	582	1569
FOXB2	432	976	2912
UGGT2	280	564	1956
ZNF615	731	1319	5260
GCNT1	428	804	3048
RFK	155	294	1101
SP2	613	1357	4160
PCSK5	913	1751	6466
FBXO6	293	590	2047
PPP1R11	74	160	506
TBC1D25	688	1531	4661
DNAJC3	453	843	3234
HLA-A	299	631	2060
UBIAD1	179	400	1211
RACK1	273	579	1878
ANGPTL7	346	651	2463
CARNMT1	153	309	1068
COMMD3	195	386	1369
TBC1D8	1140	2255	8005
C9orf40	194	430	1316
SYNDIG1	258	526	1796
NMS	153	308	1069
RILPL1	403	812	2815
ZFP57	452	866	3202
ABCC4	1325	2719	9206
